Date,Open,High,Low,Close,Volume
2016-09-16 00:00:00+05:30,12.020674230443472,12.6707357776265,10.93118708984662,11.196295738220217,5515704
2016-09-23 00:00:00+05:30,11.421455268004577,11.83909261114004,11.227164788848231,11.352455139160156,3853128
2016-09-30 00:00:00+05:30,11.2580337298479,11.58487988647986,9.98696317785549,10.675155639648438,2550360
2016-10-07 00:00:00+05:30,10.68423469786591,11.36698131936204,10.261150782022089,11.17995262145996,2067288
2016-10-14 00:00:00+05:30,11.149082892036546,11.20355678978287,10.624313012003118,11.125476837158203,874296
2016-10-21 00:00:00+05:30,11.439615723170077,12.127804828755986,11.221718280823977,11.47774600982666,7835664
2016-10-28 00:00:00+05:30,11.612114253027295,13.58045770383433,11.39784968004464,13.05023956298828,20724504
2016-11-04 00:00:00+05:30,13.41884782194926,13.613139613165012,11.189032030996932,11.39058780670166,7952112
2016-11-11 00:00:00+05:30,11.615747329998896,12.056989924374198,10.01876062269989,11.058890342712402,7880928
2016-11-18 00:00:00+05:30,11.286590526338037,11.286590526338037,10.279247856261708,10.738288879394531,3744744
2016-11-25 00:00:00+05:30,10.92773665953611,11.113538822902663,10.20274282532732,10.712787628173828,3935568
2016-12-02 00:00:00+05:30,10.710964624643536,11.751092051625532,10.56523744228874,11.07892608642578,5103528
2016-12-09 00:00:00+05:30,11.10807176465486,11.476033702559633,10.929556025544642,11.19368839263916,2385288
2016-12-16 00:00:00+05:30,11.1973307319513,11.658194397237196,11.146326077396347,11.445068359375,2156160
2016-12-23 00:00:00+05:30,11.658192131097003,11.658192131097003,10.383078849283,10.59620475769043,3924096
2016-12-30 00:00:00+05:30,10.567057202969522,11.98608066804103,10.235528608494649,11.011528968811035,10461144
2017-01-06 00:00:00+05:30,11.071641591075869,11.40134849162972,10.492375252210785,10.736468315124512,5862672
2017-01-13 00:00:00+05:30,10.752862240378189,11.08621306673201,10.568881253585127,10.812973976135254,3756312
2017-01-20 00:00:00+05:30,10.78382923701011,10.99877716222124,10.273781326426946,10.521519660949709,3586344
2017-01-27 00:00:00+05:30,10.565237739128197,10.929554737022842,10.424975152078236,10.73282241821289,2284968
2017-02-03 00:00:00+05:30,10.782007665760366,11.942362439720066,10.638101115675903,11.488784790039062,14516496
2017-02-10 00:00:00+05:30,11.57986487512136,11.85492577180761,11.330305479734434,11.499713897705078,4374984
2017-02-17 00:00:00+05:30,11.530683870529652,11.607190444183834,10.856690895088414,11.454174995422363,3354192
2017-02-24 00:00:00+05:30,11.44142442643466,11.55982808124932,11.160899227480012,11.408636093139648,2049432
2017-03-03 00:00:00+05:30,11.403169935198376,13.19197440227323,10.986025464100292,12.089910507202148,10410432
2017-03-10 00:00:00+05:30,12.10630561338288,12.277535229776475,11.47603480943929,11.654550552368164,3493608
2017-03-17 00:00:00+05:30,11.71284136903432,12.459694691351986,11.694625719075988,11.813027381896973,4728168
2017-03-24 00:00:00+05:30,11.920505460692496,11.920505460692496,11.476035771157235,11.63815689086914,2417904
2017-03-31 00:00:00+05:30,11.767490811328615,12.873196970592987,11.707377907205045,11.958755493164062,11859552
2017-04-07 00:00:00+05:30,12.093554215190723,12.55077429994039,11.84035210484459,12.071696281433104,4589256
2017-04-14 00:00:00+05:30,12.022514565096897,12.31032605505041,11.479675862593831,11.765666961669922,3704544
2017-04-21 00:00:00+05:30,11.8403513998329,12.386829182405462,11.494250324213269,11.70737648010254,6686544
2017-04-28 00:00:00+05:30,11.680050573301214,11.856745269295113,11.257442820884275,11.545255661010742,7428240
2017-05-05 00:00:00+05:30,11.652729885323664,11.834886288463606,11.33577172714499,11.428672790527344,9454872
2017-05-12 00:00:00+05:30,11.545253447724926,11.545253447724926,11.119002684966096,11.308448791503906,2637336
2017-05-19 00:00:00+05:30,11.321197997473986,12.088088991721968,11.053424205941647,11.270193099975586,5778000
2017-05-26 00:00:00+05:30,11.585329425778234,11.838532529698512,10.128055792041472,10.242815017700195,10121784
2017-06-02 00:00:00+05:30,10.383079045416162,10.893124755659038,10.264675234489111,10.481444358825684,3298608
2017-06-09 00:00:00+05:30,10.419508926944692,10.700035169887508,10.379435853054447,10.424975395202637,1901832
2017-06-16 00:00:00+05:30,10.563416320888994,10.710965682114946,10.200917684111433,10.58163356781006,2151576
2017-06-23 00:00:00+05:30,10.49419401708624,10.710963970742672,10.215491819848582,10.27378273010254,1889568
2017-06-30 00:00:00+05:30,10.366683857110816,10.366683857110816,9.87303291376751,10.006010055541992,1119192
2017-07-07 00:00:00+05:30,10.381257951405583,10.78383010913168,10.02057984407719,10.32660961151123,2683512
2017-07-14 00:00:00+05:30,10.41950994066939,10.56523893456093,10.20091900179414,10.24828052520752,1784832
2017-07-21 00:00:00+05:30,10.437726521019592,11.65637295457742,10.118947231923643,10.769256591796877,20110056
2017-07-28 00:00:00+05:30,10.947771823686026,11.259264007892646,10.38490006904391,10.485087394714355,4591896
2017-08-04 00:00:00+05:30,10.463227876273814,10.783829193236942,10.200919189211952,10.472335815429688,2080464
2017-08-11 00:00:00+05:30,10.310213823528652,10.780185059880376,9.512356462284428,9.831135749816896,3189216
2017-08-18 00:00:00+05:30,10.09162264379021,10.802044811580105,9.76373596943185,10.58163356781006,3357576
2017-08-25 00:00:00+05:30,10.63809871673584,10.772901111769317,10.404937080005174,10.525164604187012,1485672
2017-09-01 00:00:00+05:30,10.710964532114032,10.710964532114032,10.272416171318689,10.42099952697754,1424064
2017-09-08 00:00:00+05:30,10.45401759151738,10.97130713105896,10.41366144627092,10.54206657409668,2788320
2017-09-15 00:00:00+05:30,10.565915050224978,10.699823404584798,10.03395200216073,10.068804740905762,2577912
2017-09-22 00:00:00+05:30,10.109158754005128,10.362301188293042,9.9422313086395,9.97341537475586,2343264
2017-09-29 00:00:00+05:30,9.973414184518292,10.12567031023435,8.438055280404825,10.068804740905762,2260512
2017-10-06 00:00:00+05:30,10.068802427773209,10.703492340184456,10.068802427773209,10.46135711669922,1637832
2017-10-13 00:00:00+05:30,10.611774170817846,10.639288880570533,10.125668304448917,10.287092208862305,2596296
2017-10-20 00:00:00+05:30,10.455854271776028,10.455854271776028,10.21738606075385,10.285258293151855,1499016
2017-10-27 00:00:00+05:30,10.602600866026812,10.602600866026812,9.795482049062304,9.90554428100586,3148944
2017-11-03 00:00:00+05:30,9.94223092224436,10.270581686219328,9.703764395380537,10.01927375793457,4505952
2017-11-10 00:00:00+05:30,10.088981009665495,10.543902980054437,9.758795636130092,9.848679542541504,10177536
2017-11-17 00:00:00+05:30,10.08897893866562,10.08897893866562,9.31930702065979,9.365524291992188,4630704
2017-11-24 00:00:00+05:30,9.365526737316475,9.687201162375707,9.335945781341085,9.463506698608398,3288216
