Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2016-01-08 00:00:00+05:30,1020.0928191697996,1055.8197863843477,1015.9986551202646,1051.15380859375,23114,0.0,0.0
2016-01-11 00:00:00+05:30,1028.349604168913,1046.1672940577014,1025.1474479281735,1036.78955078125,10200,0.0,0.0
2016-01-12 00:00:00+05:30,1046.1904355710174,1054.4245535597704,1038.6424940813272,1052.0687255859375,16756,0.0,0.0
2016-01-13 00:00:00+05:30,1044.1317258924937,1097.7907411959695,1036.3092704801165,1047.1280517578125,42016,0.0,0.0
2016-01-14 00:00:00+05:30,1033.8389423227002,1041.1581560736574,1007.4211551903392,1019.6350708007812,11792,0.0,0.0
2016-01-15 00:00:00+05:30,1031.483310141408,1036.355118042799,963.6433125210044,968.881103515625,15370,0.0,0.0
2016-01-18 00:00:00+05:30,969.7959300844939,980.7518570525159,930.5466196342267,937.5914306640625,16068,0.0,0.0
2016-01-19 00:00:00+05:30,928.6252503557666,950.8801901310122,911.425109103618,929.2427978515625,20642,0.0,0.0
2016-01-20 00:00:00+05:30,914.8789107973024,950.5829761003919,903.4655331079277,917.4177856445312,28990,0.0,0.0
2016-01-21 00:00:00+05:30,917.3033615978533,952.9159566761724,917.3033615978533,944.933349609375,19978,0.0,0.0
2016-01-22 00:00:00+05:30,959.7090060045472,981.2320912278543,925.537449219933,944.064208984375,25986,0.0,0.0
2016-01-25 00:00:00+05:30,973.7529957617677,982.6047170055053,958.4283877451549,972.6322631835938,21526,0.0,0.0
2016-01-27 00:00:00+05:30,985.738030497441,1020.0925230793874,946.9232803474608,985.8980712890625,43774,0.0,0.0
2016-01-28 00:00:00+05:30,978.9447399737137,1060.3709847004993,970.253174525349,1017.0504150390625,281006,0.0,0.0
2016-01-29 00:00:00+05:30,1020.9614328875882,1045.2748939536764,963.4597881063061,1010.2570190429688,63472,0.0,0.0
2016-02-01 00:00:00+05:30,1015.0836735956724,1023.2263229668466,988.5515180893411,995.3674926757812,20762,0.0,0.0
2016-02-02 00:00:00+05:30,996.3281645941281,1024.667228481993,995.4132626982657,1009.8915405273438,29108,0.0,0.0
2016-02-03 00:00:00+05:30,1006.3919449373436,1020.0696816978723,983.5194007342221,1005.0195922851562,13492,0.0,0.0
2016-02-04 00:00:00+05:30,1009.2605653671799,1027.0042721698642,985.7627327833898,995.82666015625,11384,2.5,0.0
2016-02-05 00:00:00+05:30,990.3480421015784,1020.1501822574129,977.5101971113727,1013.0435180664062,26424,0.0,0.0
2016-02-08 00:00:00+05:30,1008.6416695839408,1022.5570177956579,997.2252051140257,1010.4756469726562,16984,0.0,0.0
2016-02-09 00:00:00+05:30,999.5176060368832,1015.5649070512368,992.6401913164459,1006.188720703125,11858,0.0,0.0
2016-02-10 00:00:00+05:30,1000.3658631905034,1019.3245359010592,981.1778313859934,1006.165771484375,11290,0.0,0.0
2016-02-11 00:00:00+05:30,1000.9163132296353,1013.2727160446565,904.151038932155,982.43896484375,51682,0.0,0.0
2016-02-12 00:00:00+05:30,982.4387604438854,990.9209058496546,930.7893611442354,944.2920532226562,17644,0.0,0.0
2016-02-15 00:00:00+05:30,962.3797887126515,976.5931157493795,944.4985063116065,953.8746948242188,12318,0.0,0.0
2016-02-16 00:00:00+05:30,974.0023785026377,974.0023785026377,919.7624822337992,944.1314086914062,49698,0.0,0.0
2016-02-17 00:00:00+05:30,932.1190151011841,939.9134190641552,913.3436938248587,931.4771118164062,13432,0.0,0.0
2016-02-18 00:00:00+05:30,937.6209188915594,942.1829151559601,912.9080629407571,923.31591796875,15268,0.0,0.0
2016-02-19 00:00:00+05:30,916.0488565378549,930.2851299278692,916.0488565378549,922.6282958984375,6592,0.0,0.0
2016-02-22 00:00:00+05:30,925.7001768365758,942.1830278306674,922.4907160946956,937.4376220703125,10896,0.0,0.0
2016-02-23 00:00:00+05:30,944.3379068682065,952.6137528310684,921.5737056308242,948.1434326171875,12400,0.0,0.0
2016-02-24 00:00:00+05:30,944.3148789145617,947.2491975785008,926.2730839341559,929.4825439453125,4044,0.0,0.0
2016-02-25 00:00:00+05:30,932.4859396945018,944.5443648871044,895.3937312787715,910.7303466796875,15790,0.0,0.0
2016-02-26 00:00:00+05:30,918.3411841497222,925.2415461154543,896.8148980187456,901.124755859375,11776,0.0,0.0
2016-02-29 00:00:00+05:30,906.8099171954846,919.7394321898018,894.1095933493303,902.5458984375,7372,0.0,0.0
2016-03-01 00:00:00+05:30,913.7106766904875,1042.6164057749809,899.2222628962978,1028.19677734375,86510,0.0,0.0
